OrderItemID,OrderID,ProductID,Quantity,UnitPrice,ModifiedDate
38,14,741,3,27136.32,2025-03-14 09:10:48.000
39,14,379,2,36940.08,2025-03-14 09:10:48.000
40,15,770,3,3397.74,2025-11-03 08:08:16.000
41,15,141,2,41562.91,2025-11-03 08:08:16.000
42,15,893,4,29783.83,2025-11-03 08:08:16.000
43,16,628,3,6062.1,2025-08-24 06:39:25.000
44,17,30,4,14775.1,2025-11-21 23:05:29.000
45,17,853,3,30011.1,2025-11-21 23:05:29.000
46,18,849,3,30764.04,2025-04-28 18:53:41.000
47,18,600,3,34218.68,2025-04-28 18:53:41.000
48,18,601,1,6136.28,2025-04-28 18:53:41.000
49,18,923,5,24601.42,2025-04-28 18:53:41.000
50,18,332,1,37603.18,2025-04-28 18:53:41.000
51,19,596,5,7116.82,2025-07-18 04:18:04.000
52,19,325,2,19095.47,2025-07-18 04:18:04.000
53,19,574,1,24479.92,2025-07-18 04:18:04.000
54,19,621,3,7197.01,2025-07-18 04:18:04.000
55,19,160,3,31454.21,2025-07-18 04:18:04.000
56,20,792,2,564.18,2025-05-07 21:50:13.000
57,20,660,1,27427.47,2025-05-07 21:50:13.000
58,20,706,5,2724.22,2025-05-07 21:50:13.000
59,20,743,2,16673.56,2025-05-07 21:50:13.000
60,20,437,5,38446.34,2025-05-07 21:50:13.000
61,21,490,3,20788.53,2025-02-21 07:59:22.000
62,21,141,1,41562.91,2025-02-21 07:59:22.000
63,21,673,5,10046.21,2025-02-21 07:59:22.000
64,21,842,5,20704.76,2025-02-21 07:59:22.000
65,22,199,5,39326.33,2026-06-07 10:23:33.000
66,22,575,3,9554.74,2026-06-07 10:23:33.000
67,23,310,5,10799.45,2026-06-04 22:50:23.000
68,23,837,1,31688.16,2026-06-04 22:50:23.000
69,24,183,4,26995.89,2026-04-25 01:57:16.000
70,25,612,4,35419.84,2026-03-25 04:52:10.000
71,25,559,3,14305.88,2026-03-25 04:52:10.000
72,26,225,5,13829.49,2026-05-06 12:28:13.000
73,26,377,4,19275.82,2026-05-06 12:28:13.000
74,26,302,1,29573.59,2026-05-06 12:28:13.000
75,26,265,4,845.57,2026-05-06 12:28:13.000
76,26,608,3,45791.11,2026-05-06 12:28:13.000
77,27,298,5,36019.31,2026-06-03 15:47:48.000
78,27,371,5,34218.42,2026-06-03 15:47:48.000
79,27,196,2,37770.72,2026-06-03 15:47:48.000
80,28,247,3,36466.42,2026-04-07 06:10:20.000
81,28,663,1,12001.31,2026-04-07 06:10:20.000
82,29,124,5,1547.51,2025-12-03 23:59:08.000
83,29,457,3,18209.84,2025-12-03 23:59:08.000
84,29,35,4,3767.62,2025-12-03 23:59:08.000
85,29,794,3,22249.28,2025-12-03 23:59:08.000
86,29,515,2,13192.51,2025-12-03 23:59:08.000
87,30,148,5,16464.86,2026-01-31 05:22:20.000
88,30,439,2,27301.85,2026-01-31 05:22:20.000
89,30,510,4,49585.51,2026-01-31 05:22:20.000
90,30,542,3,35926.81,2026-01-31 05:22:20.000
91,30,154,5,45305.43,2026-01-31 05:22:20.000
92,31,953,1,39165.88,2025-02-09 20:03:03.000
93,31,464,4,15379.6,2025-02-09 20:03:03.000
94,31,386,5,46108.21,2025-02-09 20:03:03.000
95,31,538,5,31568.6,2025-02-09 20:03:03.000
96,31,900,1,21192.03,2025-02-09 20:03:03.000
97,32,858,3,41824.41,2025-03-24 17:14:39.000
98,33,710,2,38533.66,2025-06-20 01:34:17.000
99,34,315,4,15757.21,2025-03-18 13:59:08.000
100,35,833,2,16010.48,2025-11-17 12:15:38.000
101,35,162,2,31084.56,2025-11-17 12:15:38.000
102,35,596,5,7116.82,2025-11-17 12:15:38.000
103,35,851,4,12104.96,2025-11-17 12:15:38.000
104,35,640,2,9929.15,2025-11-17 12:15:38.000
105,36,367,2,21785.18,2025-09-15 06:15:37.000
106,36,517,2,32851.83,2025-09-15 06:15:37.000
107,36,498,4,34421.67,2025-09-15 06:15:37.000
108,37,670,2,1011.82,2025-05-07 04:12:11.000
109,37,385,5,32039.04,2025-05-07 04:12:11.000
110,38,768,3,860.19,2026-08-25 22:24:50.000
111,38,725,5,14114.35,2026-08-25 22:24:50.000
112,38,515,5,13192.51,2026-08-25 22:24:50.000
113,39,109,3,21735.74,2025-11-12 06:59:05.000
114,40,499,4,29265.32,2026-01-03 12:36:18.000
115,40,370,2,15329.58,2026-01-03 12:36:18.000
116,40,541,5,46331.77,2026-01-03 12:36:18.000
117,41,962,3,39356.07,2025-04-02 19:53:59.000
118,41,559,1,14305.88,2025-04-02 19:53:59.000
119,41,539,4,5336.35,2025-04-02 19:53:59.000
120,41,31,3,16126.2,2025-04-02 19:53:59.000
121,42,99,2,45668.5,2026-01-18 00:56:57.000
122,42,127,3,16612.52,2026-01-18 00:56:57.000
123,42,342,4,4893.44,2026-01-18 00:56:57.000
124,43,995,5,47388.89,2025-11-11 19:40:10.000
125,44,766,1,20335.69,2025-07-08 22:14:43.000
126,44,87,1,6409.81,2025-07-08 22:14:43.000
127,44,830,1,25534.29,2025-07-08 22:14:43.000
128,44,946,2,30791.73,2025-07-08 22:14:43.000
129,45,922,1,38264.54,2025-09-19 01:34:06.000
130,46,350,2,8410.9,2026-04-06 22:38:09.000
131,46,676,4,44088.27,2026-04-06 22:38:09.000
132,47,995,2,47388.89,2025-03-05 18:21:33.000
133,47,101,5,47037.75,2025-03-05 18:21:33.000
134,47,475,4,20593.92,2025-03-05 18:21:33.000
135,48,132,5,44864.58,2025-04-27 13:03:53.000
136,48,287,3,29065.74,2025-04-27 13:03:53.000
137,49,505,2,49645.2,2025-03-13 16:52:37.000
138,49,900,4,21192.03,2025-03-13 16:52:37.000
139,49,798,1,5927.54,2025-03-13 16:52:37.000
140,49,715,1,36254.21,2025-03-13 16:52:37.000
141,49,517,2,32851.83,2025-03-13 16:52:37.000
142,50,518,3,16679.3,2026-01-01 23:57:23.000
143,50,311,3,26942.87,2026-01-01 23:57:23.000
144,50,738,5,29031.58,2026-01-01 23:57:23.000
145,50,660,2,27427.47,2026-01-01 23:57:23.000
146,50,717,5,1176.82,2026-01-01 23:57:23.000
147,51,303,4,1154.65,2025-08-15 08:31:08.000
148,52,477,2,46566.06,2026-06-02 08:13:31.000
149,53,32,1,27925.5,2025-05-09 07:57:11.000
150,53,86,2,26694.43,2025-05-09 07:57:11.000
151,53,569,5,45820.85,2025-05-09 07:57:11.000
152,53,584,5,21747.34,2025-05-09 07:57:11.000
153,54,800,2,42685.08,2025-01-31 05:56:09.000
154,54,129,5,2372.65,2025-01-31 05:56:09.000
155,54,117,2,38126.28,2025-01-31 05:56:09.000
156,54,497,4,23870.16,2025-01-31 05:56:09.000
157,55,445,5,23982.5,2026-04-23 04:33:46.000
158,56,433,3,36038.1,2025-05-12 23:48:23.000
159,56,870,3,9632.73,2025-05-12 23:48:23.000
160,56,552,5,7237.44,2025-05-12 23:48:23.000
161,56,518,4,16679.3,2025-05-12 23:48:23.000
162,57,295,2,4876.24,2025-07-27 15:23:52.000
163,57,625,2,24260.65,2025-07-27 15:23:52.000
164,57,249,2,48680.3,2025-07-27 15:23:52.000
165,57,90,2,8206.28,2025-07-27 15:23:52.000
166,57,463,1,39614.31,2025-07-27 15:23:52.000
167,58,871,5,33821.2,2025-02-25 16:16:25.000
168,58,180,1,37242.56,2025-02-25 16:16:25.000
169,58,286,4,9652.34,2025-02-25 16:16:25.000
170,58,725,2,14114.35,2025-02-25 16:16:25.000
171,59,292,5,47906.65,2025-02-20 10:36:58.000
172,59,223,3,2879.79,2025-02-20 10:36:58.000
173,59,344,4,44577.27,2025-02-20 10:36:58.000
174,59,858,5,41824.41,2025-02-20 10:36:58.000
175,60,877,2,10263.0,2025-05-03 06:02:15.000
176,60,815,5,31759.86,2025-05-03 06:02:15.000
177,61,762,2,41725.75,2026-04-17 01:40:24.000
178,61,940,3,18361.41,2026-04-17 01:40:24.000
179,61,997,2,23281.22,2026-04-17 01:40:24.000
180,61,272,1,42617.83,2026-04-17 01:40:24.000
181,62,18,1,29781.72,2025-01-25 21:09:07.000
182,62,167,5,27467.59,2025-01-25 21:09:07.000
183,62,294,1,39788.08,2025-01-25 21:09:07.000
184,63,43,2,5595.99,2026-06-24 18:02:18.000
185,63,573,3,18553.65,2026-06-24 18:02:18.000
186,63,646,3,1321.99,2026-06-24 18:02:18.000
187,64,201,4,41724.73,2025-10-06 15:37:13.000
188,65,382,5,22888.83,2026-05-23 13:55:32.000
189,65,13,2,10554.08,2026-05-23 13:55:32.000
190,66,933,3,46766.51,2025-08-29 06:15:22.000
191,66,797,2,36230.33,2025-08-29 06:15:22.000
192,66,582,4,39423.85,2025-08-29 06:15:22.000
193,66,177,1,19908.03,2025-08-29 06:15:22.000
194,67,381,3,2283.8,2025-12-25 07:00:30.000
195,67,86,1,26694.43,2025-12-25 07:00:30.000
196,67,376,5,26737.89,2025-12-25 07:00:30.000
197,67,869,5,28322.45,2025-12-25 07:00:30.000
198,68,907,2,1196.56,2025-01-29 13:57:28.000
199,68,728,5,34499.28,2025-01-29 13:57:28.000
200,69,33,2,39883.86,2025-04-02 10:25:30.000
201,69,57,4,46637.43,2025-04-02 10:25:30.000
202,69,147,1,9272.11,2025-04-02 10:25:30.000
203,69,70,2,34213.46,2025-04-02 10:25:30.000
204,70,593,2,48456.54,2025-04-08 22:51:21.000
205,70,582,2,39423.85,2025-04-08 22:51:21.000
206,70,804,5,19395.82,2025-04-08 22:51:21.000
207,70,175,5,22655.61,2025-04-08 22:51:21.000
208,70,214,4,41906.97,2025-04-08 22:51:21.000
209,71,994,3,6564.18,2025-08-08 09:43:13.000
210,71,694,3,10879.46,2025-08-08 09:43:13.000
211,71,660,1,27427.47,2025-08-08 09:43:13.000
212,72,150,4,49382.76,2026-03-26 22:22:52.000
213,72,479,1,36779.12,2026-03-26 22:22:52.000
214,73,833,1,16010.48,2025-12-05 03:13:46.000
215,73,548,4,9343.94,2025-12-05 03:13:46.000
216,73,430,4,27378.81,2025-12-05 03:13:46.000
217,73,440,3,41208.72,2025-12-05 03:13:46.000
218,74,665,1,42152.51,2026-07-21 12:38:13.000
219,74,686,4,38512.33,2026-07-21 12:38:13.000
220,74,131,1,7950.72,2026-07-21 12:38:13.000
221,75,501,3,28360.81,2026-01-03 13:36:52.000
222,75,106,5,412.42,2026-01-03 13:36:52.000
223,75,237,5,11968.79,2026-01-03 13:36:52.000
224,75,961,2,7678.29,2026-01-03 13:36:52.000
225,76,931,1,44927.71,2025-10-31 12:56:00.000
226,76,253,2,27945.96,2025-10-31 12:56:00.000
227,77,636,1,23273.73,2025-02-07 23:47:21.000
228,77,598,5,697.73,2025-02-07 23:47:21.000
229,77,513,4,15962.45,2025-02-07 23:47:21.000
230,77,324,1,47454.04,2025-02-07 23:47:21.000
231,77,120,3,41171.37,2025-02-07 23:47:21.000
232,78,131,1,7950.72,2025-10-30 13:54:26.000
233,78,205,2,10331.26,2025-10-30 13:54:26.000
234,78,78,4,476.47,2025-10-30 13:54:26.000
235,79,362,4,28775.59,2025-12-27 00:20:23.000
236,79,797,3,36230.33,2025-12-27 00:20:23.000
237,80,994,4,6564.18,2025-12-16 05:22:47.000
238,80,611,4,39090.68,2025-12-16 05:22:47.000
239,80,913,4,11087.63,2025-12-16 05:22:47.000
240,80,929,3,10935.52,2025-12-16 05:22:47.000
241,80,288,4,44435.78,2025-12-16 05:22:47.000
242,81,351,4,9698.33,2026-08-02 21:02:58.000
243,81,25,3,38123.03,2026-08-02 21:02:58.000
244,81,372,1,41571.3,2026-08-02 21:02:58.000
245,82,274,3,6694.96,2026-08-07 17:14:18.000
246,82,238,5,35479.8,2026-08-07 17:14:18.000
247,82,261,2,31991.78,2026-08-07 17:14:18.000
248,82,131,3,7950.72,2026-08-07 17:14:18.000
249,82,345,1,8915.73,2026-08-07 17:14:18.000
250,83,374,3,45018.8,2025-01-06 18:40:02.000
251,83,760,3,34405.66,2025-01-06 18:40:02.000
252,83,769,5,10394.02,2025-01-06 18:40:02.000
253,83,65,3,28287.07,2025-01-06 18:40:02.000
254,83,82,4,38507.9,2025-01-06 18:40:02.000
255,84,882,1,40488.4,2025-03-14 09:40:42.000
256,84,765,3,47508.02,2025-03-14 09:40:42.000
257,84,918,4,10708.72,2025-03-14 09:40:42.000
258,85,221,2,43474.6,2025-02-02 15:24:41.000
259,85,263,3,17562.17,2025-02-02 15:24:41.000
260,85,864,3,24509.29,2025-02-02 15:24:41.000
261,86,155,5,2448.52,2026-04-15 01:55:08.000
262,86,779,5,35046.54,2026-04-15 01:55:08.000
263,87,670,2,1011.82,2026-07-14 20:23:41.000
264,88,432,2,25926.46,2026-08-22 17:52:15.000
265,88,3,5,5617.93,2026-08-22 17:52:15.000
266,89,663,3,12001.31,2026-07-07 12:48:31.000
267,89,759,5,28872.12,2026-07-07 12:48:31.000
268,89,719,1,10813.0,2026-07-07 12:48:31.000
269,89,765,3,47508.02,2026-07-07 12:48:31.000
270,90,609,5,27772.04,2025-09-19 21:29:14.000
271,90,435,4,34231.61,2025-09-19 21:29:14.000
272,90,709,2,20903.48,2025-09-19 21:29:14.000
273,90,844,2,3030.67,2025-09-19 21:29:14.000
274,91,167,5,27467.59,2026-08-23 07:04:13.000
275,91,37,5,23520.09,2026-08-23 07:04:13.000
276,91,103,5,9589.51,2026-08-23 07:04:13.000
277,92,405,1,47177.98,2025-04-25 19:18:02.000
278,92,886,5,3648.91,2025-04-25 19:18:02.000
279,92,93,4,6199.35,2025-04-25 19:18:02.000
280,92,88,4,16406.68,2025-04-25 19:18:02.000
281,93,40,5,29326.41,2025-08-01 09:24:12.000
282,93,168,4,33417.23,2025-08-01 09:24:12.000
283,94,893,3,29783.83,2026-04-04 15:29:25.000
284,94,737,2,31983.74,2026-04-04 15:29:25.000
285,94,846,3,9670.65,2026-04-04 15:29:25.000
286,94,660,5,27427.47,2026-04-04 15:29:25.000
287,95,564,5,45139.54,2025-12-04 19:49:32.000
288,96,363,5,19739.54,2026-03-01 23:06:55.000
289,96,839,1,7312.86,2026-03-01 23:06:55.000
290,96,868,4,11430.72,2026-03-01 23:06:55.000
291,96,930,2,13743.38,2026-03-01 23:06:55.000
292,96,476,1,43408.1,2026-03-01 23:06:55.000
293,97,533,5,7742.61,2025-02-04 13:47:41.000
294,97,410,2,47512.94,2025-02-04 13:47:41.000
295,97,571,2,28481.6,2025-02-04 13:47:41.000
296,98,725,3,14114.35,2025-11-13 09:17:56.000
297,98,811,1,48940.91,2025-11-13 09:17:56.000
298,98,366,1,47215.15,2025-11-13 09:17:56.000
299,98,354,5,47203.35,2025-11-13 09:17:56.000
300,98,124,2,1547.51,2025-11-13 09:17:56.000
301,99,414,2,4226.22,2026-01-04 13:38:54.000
302,99,434,1,18550.09,2026-01-04 13:38:54.000
303,99,449,5,44102.78,2026-01-04 13:38:54.000
304,100,964,1,25070.61,2026-03-21 04:56:41.000
305,100,7,5,4773.67,2026-03-21 04:56:41.000
306,100,267,1,32133.27,2026-03-21 04:56:41.000
307,100,556,2,49599.42,2026-03-21 04:56:41.000
308,100,680,4,18746.31,2026-03-21 04:56:41.000
309,101,869,3,28322.45,2025-06-23 03:08:55.000
310,101,505,4,49645.2,2025-06-23 03:08:55.000
311,102,43,1,5595.99,2026-05-22 11:10:49.000
312,103,92,3,17799.47,2026-06-04 04:28:47.000
313,104,945,2,35369.87,2025-07-26 02:46:45.000
314,104,938,1,45463.94,2025-07-26 02:46:45.000
315,104,862,1,29987.13,2025-07-26 02:46:45.000
316,104,426,1,16827.64,2025-07-26 02:46:45.000
317,105,274,5,6694.96,2025-02-01 11:47:51.000
318,105,558,2,30097.62,2025-02-01 11:47:51.000
319,105,380,5,25461.84,2025-02-01 11:47:51.000
320,105,350,2,8410.9,2025-02-01 11:47:51.000
321,105,468,5,27607.07,2025-02-01 11:47:51.000
322,106,902,2,16913.41,2025-07-05 14:54:34.000
323,107,20,3,23625.48,2025-02-07 02:22:51.000
324,107,107,4,48080.36,2025-02-07 02:22:51.000
325,107,816,4,23709.22,2025-02-07 02:22:51.000
326,108,597,3,40190.92,2026-02-20 17:55:31.000
327,108,408,4,42782.63,2026-02-20 17:55:31.000
328,108,283,1,670.3,2026-02-20 17:55:31.000
329,108,562,3,12620.83,2026-02-20 17:55:31.000
330,109,109,2,21735.74,2026-01-25 17:19:55.000
331,109,28,5,13746.66,2026-01-25 17:19:55.000
332,109,117,4,38126.28,2026-01-25 17:19:55.000
333,109,307,1,13840.71,2026-01-25 17:19:55.000
334,109,328,4,21546.53,2026-01-25 17:19:55.000
335,110,757,3,27445.11,2026-05-31 05:04:22.000
336,110,9,2,9720.1,2026-05-31 05:04:22.000
337,111,952,1,31066.19,2025-06-15 18:20:08.000
338,112,517,4,32851.83,2025-08-12 08:27:12.000
339,112,876,3,35645.42,2025-08-12 08:27:12.000
340,113,930,5,13743.38,2026-03-12 13:13:31.000
341,114,75,1,41019.42,2026-05-25 14:38:15.000
342,114,652,4,24859.0,2026-05-25 14:38:15.000
343,115,494,2,33210.26,2025-03-03 21:17:05.000
344,116,720,5,18902.38,2026-01-08 17:19:22.000
345,116,354,5,47203.35,2026-01-08 17:19:22.000
346,116,681,4,41749.38,2026-01-08 17:19:22.000
347,117,903,4,13894.83,2026-08-06 02:01:10.000
348,118,453,4,6294.96,2026-06-06 19:27:44.000
349,118,161,4,22632.6,2026-06-06 19:27:44.000
350,118,884,3,46627.57,2026-06-06 19:27:44.000
351,118,117,1,38126.28,2026-06-06 19:27:44.000
352,119,827,4,2035.8,2025-11-28 05:35:34.000
353,120,329,3,4582.19,2025-10-08 17:32:11.000
354,120,578,2,46176.13,2025-10-08 17:32:11.000
355,121,369,5,28084.59,2025-08-29 09:21:24.000
356,121,276,4,30690.33,2025-08-29 09:21:24.000
357,121,466,2,22643.37,2025-08-29 09:21:24.000
358,122,925,5,30801.11,2026-05-12 08:14:41.000
359,122,766,2,20335.69,2026-05-12 08:14:41.000
360,122,693,4,31324.58,2026-05-12 08:14:41.000
361,122,32,2,27925.5,2026-05-12 08:14:41.000
362,122,514,3,32487.79,2026-05-12 08:14:41.000
363,123,357,5,39713.0,2025-04-05 07:49:19.000
364,123,836,5,4997.4,2025-04-05 07:49:19.000
365,123,440,5,41208.72,2025-04-05 07:49:19.000
366,123,110,2,11506.47,2025-04-05 07:49:19.000
367,123,402,4,31897.97,2025-04-05 07:49:19.000
368,124,18,5,29781.72,2026-08-28 19:21:54.000
369,124,109,1,21735.74,2026-08-28 19:21:54.000
370,124,314,1,27003.65,2026-08-28 19:21:54.000
371,125,510,2,49585.51,2026-08-18 02:46:29.000
372,125,29,4,10470.02,2026-08-18 02:46:29.000
373,126,733,4,29922.55,2026-01-24 17:18:28.000
374,126,416,4,21933.52,2026-01-24 17:18:28.000
375,126,361,1,32757.47,2026-01-24 17:18:28.000
376,127,369,2,28084.59,2025-04-05 20:03:45.000
377,128,178,4,7128.34,2025-03-06 16:13:47.000
378,128,195,3,30675.21,2025-03-06 16:13:47.000
379,128,700,3,39760.41,2025-03-06 16:13:47.000
380,128,917,2,43051.72,2025-03-06 16:13:47.000
381,129,314,5,27003.65,2025-10-02 08:52:26.000
382,129,484,1,15412.71,2025-10-02 08:52:26.000
383,129,494,1,33210.26,2025-10-02 08:52:26.000
384,130,177,1,19908.03,2026-02-28 13:12:42.000
385,130,442,4,30821.65,2026-02-28 13:12:42.000
386,130,838,3,7348.31,2026-02-28 13:12:42.000
387,131,395,3,45691.12,2026-04-27 20:00:44.000
388,131,580,5,7676.61,2026-04-27 20:00:44.000
389,131,732,5,2412.36,2026-04-27 20:00:44.000
390,131,636,2,23273.73,2026-04-27 20:00:44.000
391,131,222,5,41843.62,2026-04-27 20:00:44.000
392,132,737,4,31983.74,2025-04-24 06:09:00.000
393,132,566,5,33718.05,2025-04-24 06:09:00.000
394,132,774,1,10462.0,2025-04-24 06:09:00.000
395,132,273,4,17041.19,2025-04-24 06:09:00.000
396,133,981,1,40251.69,2026-06-20 13:46:01.000
397,133,331,3,31668.72,2026-06-20 13:46:01.000
398,133,585,3,7594.38,2026-06-20 13:46:01.000
399,133,658,3,3154.42,2026-06-20 13:46:01.000
400,134,18,2,29781.72,2026-08-12 05:21:46.000
401,134,878,2,26029.63,2026-08-12 05:21:46.000
402,134,807,2,43285.0,2026-08-12 05:21:46.000
403,135,153,3,36833.7,2025-10-30 08:40:18.000
404,136,659,3,39496.95,2026-08-26 15:07:08.000
405,136,912,2,6271.94,2026-08-26 15:07:08.000
406,136,747,4,29959.69,2026-08-26 15:07:08.000
407,136,580,3,7676.61,2026-08-26 15:07:08.000
408,136,116,2,7830.13,2026-08-26 15:07:08.000
409,137,518,3,16679.3,2025-05-28 16:32:06.000
410,137,578,5,46176.13,2025-05-28 16:32:06.000
411,137,106,4,412.42,2025-05-28 16:32:06.000
412,138,307,5,13840.71,2026-08-24 18:24:08.000
413,138,339,2,18773.06,2026-08-24 18:24:08.000
414,138,913,4,11087.63,2026-08-24 18:24:08.000
415,139,470,2,9056.75,2026-08-02 09:18:20.000
416,139,719,1,10813.0,2026-08-02 09:18:20.000
417,140,118,5,40128.89,2026-03-09 23:45:57.000
418,140,447,2,7263.15,2026-03-09 23:45:57.000
419,140,520,5,36745.33,2026-03-09 23:45:57.000
420,141,172,5,11394.9,2026-05-15 01:34:42.000
421,141,273,3,17041.19,2026-05-15 01:34:42.000
422,141,123,1,18285.15,2026-05-15 01:34:42.000
423,142,538,1,31568.6,2025-01-29 06:09:45.000
424,142,602,1,14130.76,2025-01-29 06:09:45.000
425,142,888,4,3373.99,2025-01-29 06:09:45.000
426,143,405,4,47177.98,2026-03-20 11:04:47.000
427,144,877,5,10263.0,2026-05-19 20:57:29.000
428,145,409,5,38061.41,2025-09-02 19:11:52.000
429,145,130,2,29945.45,2025-09-02 19:11:52.000
430,145,275,5,42258.22,2025-09-02 19:11:52.000
431,145,32,2,27925.5,2025-09-02 19:11:52.000
432,146,648,1,30673.45,2025-03-16 13:08:51.000
433,146,950,1,11492.98,2025-03-16 13:08:51.000
434,147,188,3,21229.59,2026-08-19 01:36:28.000
435,147,481,2,1122.23,2026-08-19 01:36:28.000
436,147,224,5,14046.17,2026-08-19 01:36:28.000
437,147,237,5,11968.79,2026-08-19 01:36:28.000
438,147,534,2,4414.98,2026-08-19 01:36:28.000
439,148,506,2,48080.68,2026-01-03 17:22:16.000
440,148,26,4,48435.56,2026-01-03 17:22:16.000
441,148,846,4,9670.65,2026-01-03 17:22:16.000
442,149,69,2,49647.84,2026-07-18 19:49:31.000
443,149,555,3,9393.05,2026-07-18 19:49:31.000
444,150,927,3,3913.98,2026-05-11 14:40:43.000
445,150,863,4,23492.94,2026-05-11 14:40:43.000
446,150,78,4,476.47,2026-05-11 14:40:43.000
447,150,820,2,45967.76,2026-05-11 14:40:43.000
448,151,977,4,17729.08,2026-02-22 03:55:31.000
449,152,247,2,36466.42,2025-03-24 18:41:16.000
450,152,813,5,39727.15,2025-03-24 18:41:16.000
451,152,416,4,21933.52,2025-03-24 18:41:16.000
452,153,789,2,49200.81,2026-06-25 12:38:33.000
453,153,392,4,31107.1,2026-06-25 12:38:33.000
454,153,672,1,20776.19,2026-06-25 12:38:33.000
455,153,609,5,27772.04,2026-06-25 12:38:33.000
456,153,44,3,3745.74,2026-06-25 12:38:33.000
457,154,629,4,36787.97,2025-04-29 20:48:43.000
458,154,741,5,27136.32,2025-04-29 20:48:43.000
459,155,164,5,38437.13,2025-02-27 18:51:54.000
460,155,824,5,27890.56,2025-02-27 18:51:54.000
461,156,992,4,19992.0,2026-01-23 00:44:37.000
462,156,213,5,43768.01,2026-01-23 00:44:37.000
463,157,601,3,6136.28,2025-11-13 00:37:22.000
464,158,111,2,32539.11,2025-09-12 13:46:28.000
465,158,488,1,15196.86,2025-09-12 13:46:28.000
466,158,562,1,12620.83,2025-09-12 13:46:28.000
467,158,971,2,30320.24,2025-09-12 13:46:28.000
468,159,645,3,41598.63,2025-04-17 17:46:57.000
469,160,317,5,6028.18,2025-03-19 18:25:15.000
470,160,258,5,15860.88,2025-03-19 18:25:15.000
471,160,84,4,7672.61,2025-03-19 18:25:15.000
472,160,330,5,10070.33,2025-03-19 18:25:15.000
473,161,964,5,25070.61,2025-07-25 05:02:31.000
474,161,704,2,15207.16,2025-07-25 05:02:31.000
475,161,497,5,23870.16,2025-07-25 05:02:31.000
476,161,867,4,43743.84,2025-07-25 05:02:31.000
477,161,314,3,27003.65,2025-07-25 05:02:31.000
478,162,755,2,34216.33,2025-05-22 20:15:50.000
479,162,214,1,41906.97,2025-05-22 20:15:50.000
480,162,938,5,45463.94,2025-05-22 20:15:50.000
481,162,701,2,3929.82,2025-05-22 20:15:50.000
482,162,700,5,39760.41,2025-05-22 20:15:50.000
483,163,764,2,24785.39,2025-03-03 05:39:46.000
484,164,335,4,18688.69,2025-08-30 22:34:00.000
485,165,833,2,16010.48,2025-03-03 21:01:42.000
486,165,653,1,7620.92,2025-03-03 21:01:42.000
487,166,979,1,37593.98,2025-08-19 20:19:43.000
488,166,215,4,31363.57,2025-08-19 20:19:43.000
489,166,719,2,10813.0,2025-08-19 20:19:43.000
490,166,421,2,42981.4,2025-08-19 20:19:43.000
491,166,940,5,18361.41,2025-08-19 20:19:43.000
492,167,604,1,28288.12,2025-03-20 00:15:26.000
493,167,296,1,23813.1,2025-03-20 00:15:26.000
494,167,484,1,15412.71,2025-03-20 00:15:26.000
495,167,239,5,40773.41,2025-03-20 00:15:26.000
496,168,845,5,43539.9,2025-08-31 06:05:30.000
497,168,132,1,44864.58,2025-08-31 06:05:30.000
